No,Date,Year,Language Group,Speech/Event,Interaction Type,Field Domain,Field,Tenor,Mode,Opening Evidence,Word Count,File Path
073,2025-02-28,2025,Bahasa Indonesia,Jelang Ramadan 1446 H,Presidential address,"Religious, cultural, and social solidarity","Religious commemoration, condolences, greetings, social harmony, or civic solidarity; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Assalamu’alaikum warahmatullahi wabarakatuh, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya. Saudara-saudara sekalian, saya ingin menyampaikan beberapa hal. Pada hari Jumat sore ini, say...",322,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/073 - President Speech - 2025-02-28 - Jelang Ramadan 1446 H.txt
074,2025-03-08,2025,English,Pertemuan dengan Investor Global Ray Dalio,Presidential address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—English; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Saudara-saudara sekalian yang saya hormati, Bapak-...",1168,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/English/074 - President Speech - 2025-03-08 - Pertemuan dengan Investor Global Ray Dalio.txt
075,2025-03-11,2025,Bahasa Indonesia,Mengenai Bonus Hari Raya kepada Pengemudi Online,Presidential address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Selamat Siang, Salam sejahtera bagi kita sekalian, Syalom, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Saudara-saudaraku sebangsa dan setanah air...",410,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/075 - President Speech - 2025-03-11 - Mengenai Bonus Hari Raya kepada Pengemudi Online.txt
076,2025-03-11,2025,Bahasa Indonesia,Sekretaris Jenderal Partai Komunis Viet Nam,Presidential address,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—presidential address; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.","Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Yang saya hormati, Yang Mulia Saudara Tô Lâm, Sekretaris Jenderal Partai Komunis Viet Nam, dengan rombongan dari Viet Nam, Saudara-saudara menteri dan pejabat tinggi kedua negara, Saudara-saudara rekan-rekan media, Saud...",598,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/076 - President Speech - 2025-03-11 - Sekretaris Jenderal Partai Komunis Viet Nam.txt
077,2025-03-12,2025,Bahasa Indonesia,"Mengenai THR dan Gaji 13 Bagi ASN, PPPK, Hakim, TNI Polri, dan Pensiunan Tahun 2025",Presidential address,Cabinet and executive governance,"Cabinet coordination, government formation, budgeting, regulation, or executive decision-making; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Selamat sore, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Saudara-saudaraku sebangsa dan setan...",396,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/077 - President Speech - 2025-03-12 - Mengenai THR dan Gaji 13 Bagi ASN, PPPK, Hakim, TNI Polri, dan Pensiunan Tahun 2025.txt"
078,2025-03-18,2025,Bahasa Indonesia,"Peresmian Pabrik Pemurnian Logam Mulia PT Freeport Indonesia, Gresik",Ceremonial / policy address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati Menteri ESDM, Men...",1096,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/078 - President Speech - 2025-03-18 - Peresmian Pabrik Pemurnian Logam Mulia PT Freeport Indonesia, Gresik.txt"
079,2025-03-18,2025,Bahasa Indonesia,"Setelah Peresmian Pabrik Pemurnian Logam Mulia PT Freeport Indonesia, Gresik",Press statement / media Q&A,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Wartawan Bapak, terkait peresmian hari ini? Presiden Republik Indonesia (Prabowo Subianto) Ya kita bangga, bersyukur, ya kita akhirnya punya processing dari logam-logam murni. Kita sekarang tidak mau menjual sumber alam...",110,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/079 - President Speech - 2025-03-18 - Setelah Peresmian Pabrik Pemurnian Logam Mulia PT Freeport Indonesia, Gresik.txt"
080,2025-03-21,2025,Bahasa Indonesia,Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang,Ceremonial / policy address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Selamat siang, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati para Menteri Koor...",1062,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/080 - President Speech - 2025-03-21 - Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang.txt
081,2025-03-21,2025,Bahasa Indonesia,Setelah Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang,Press statement / media Q&A,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Alhamdulillah, hari ini kita bisa meresmikan Kawasan Ekonomi Khusus Industropolis Batang, yang saya kira sangat baik perencanaannya, visinya, dan pelaksanaannya. Ya, kita l...",254,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/081 - President Speech - 2025-03-21 - Setelah Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang.txt
082,2025-03-25,2025,Bahasa Indonesia,Sidang Kabinet Paripurna Mengenai Persiapan Menjelang Hari Raya Idulfitri 1446 H,Cabinet/executive briefing,Cabinet and executive governance,"Cabinet coordination, government formation, budgeting, regulation, or executive decision-making; activity type—cabinet/executive briefing; institutional setting—presidential/state discourse.","Participants—President as head of government and ministers/senior officials as institutional subordinates; relationship—hierarchical and directive; social proximity—professional, relatively close within government.",Language role—primary/instructional and policy-orienting; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—executive directive/briefing.,"Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Selamat sore, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Saudara-saudara sekalian, Terima kas...",2337,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/082 - President Speech - 2025-03-25 - Sidang Kabinet Paripurna Mengenai Persiapan Menjelang Hari Raya Idulfitri 1446 H.txt
